ID,Culture_code,Culture_code_Arc,Culture_name,Continent,Subsistence_type,Calendar_name,Inclusion_status,Reason_for_exclusion,Sources
X24,NA,NU95,Olmec,Middle America and the Caribbean,Other Subsistence Combinations,Olmec calendar,Excluded,Fully missing data on our six specific calendar units,"Bernal, I. (1969). The Olmec world. University of California Press. https://ehrafarchaeology.yale.edu/document?id=nu95-001

Coe, M. D. (1977). Olmec and Maya: A study in relationships. In R. E. W. Adams (Ed.), The origins of Maya civilization (pp. 183-195). University of New Mexico Press. https://ehrafarchaeology.yale.edu/document?id=ny52-035"
X25,NA,MH66,Akkadian,Middle East,Agro-Pastoralists,Akkadian calendar,Excluded,Fully missing data on our six specific calendar units,"Foster, B. R. (1993). Management and administration in the Sargonic period. In M. Liverani (Ed.), Akkad: The first world empire: Structure, ideology, traditions (History of the Ancient Near East Studies, Vol. 5, pp. 25-39). Sargon. https://ehrafarchaeology.yale.edu/document?id=mh66-003"
X27,NA,ND50,Proto-Athapaskans,North America,Hunter-gatherers,Proto-Athapaskan calendar,Excluded,Fully missing data on our six specific calendar units,"Shinkwin, A. D. (1979). Dakah de'nin's village and the Dixthada site: A contribution to northern Athapaskan prehistory (Mercury Series, Archaeological Survey of Canada Paper). National Museums of Canada. https://ehrafarchaeology.yale.edu/document?id=nd50-011"
X28,NA,NN64,Eastern Middle Woodland,North America,Primarily Hunter-gatherers,Eastern Middle Woodland calendar,Excluded,Fully missing data on our six specific calendar units,"Milanich, J. T., Cordell, A. S., Knight, V. J., Kohler, T. A., & Sigler-Lavelle, B. J. (1984). McKeithen Weeden Island: The culture of northern Florida, A.D. 200-900 (New World Archaeological Record). Academic Press. https://ehrafarchaeology.yale.edu/document?id=nn64-008"
X3,NA,NA,Muslims,Worldwide,Commercial economy,Islamic (Hijri) calendar,Included,Not excluded,"Dershowitz, N., & Reingold, E. M. (2018). Calendrical calculations: The ultimate edition (4th ed.). Cambridge University Press.

Islamic calendar. (2026, February 2). In Wikipedia. https://en.wikipedia.org/wiki/Islamic_calendar"
X30,NA,NT95,Early Anasazi,North America,Horticulturalists,Early Anasazi calendar,Excluded,Fully missing data on our six specific calendar units,"Lekson, S. H., Gillespie, W. B., & Windes, T. C. (1986). Great Pueblo architecture of Chaco Canyon, New Mexico. University of New Mexico Press. https://ehrafarchaeology.yale.edu/document?id=nt95-008"
X32,NA,SO06,Andean Regional Development,South America,Intensive Agriculturalists,Andean Regional Development calendar,Excluded,Fully missing data on our six specific calendar units,"Lumbreras, L. G. (1974). The regional development period: 100 B.C.-A.D. 700. In The peoples and cultures of ancient Peru (B. J. Meggers, Trans., pp. 94-149). Smithsonian Institution Press. https://ehrafarchaeology.yale.edu/document?id=s050-007"
X33,NA,SE75,Chimu,South America,Intensive Agriculturalists,Chimu calendar,Excluded,Fully missing data on our six specific calendar units,"Ramirez, S. E. (1990). The Inca conquest of the north coast: A historian's view. In M. E. Moseley & A. Cordy-Collins (Eds.), The northern dynasties: Kingship and statecraft in Chimor (pp. 507-537). Dumbarton Oaks Research Library and Collection. https://ehrafarchaeology.yale.edu/document?id=se75-035"
X34,NA,SE41,Coastal Andean Early Formative,South America,Intensive Agriculturalists,Huaca los Reyes calendar ,Excluded,Fully missing data on our six specific calendar units,"Pozorski, T. G. (2012). Caballo Muerto: A complex of early ceramic sites in the Moche Valley, Peru [Doctoral dissertation]. Xerox University Microfilms. https://ehrafarchaeology.yale.edu/document?id=se41-010"
X37,NA,SE65,Huari,South America,Agro-Pastoralists,Huari calendar,Excluded,Fully missing data on our six specific calendar units,"Anders, M. B. (1986). Wari experiments in statecraft: A view from Azangaro. In Andean archaeology: Papers in memory of Clifford Evans (pp. 201-244). Institute of Archaeology, University of California, Los Angeles. https://ehrafarchaeology.yale.edu/document?id=se65-001"
X38,NA,SE51,Nazca ,South America,Intensive Agriculturalists,Nazca calendar,Excluded,Fully missing data on our six specific calendar units,"Silverman, H., & Proulx, D. A. (2002). The Nasca (The Peoples of America). Blackwell. https://ehrafarchaeology.yale.edu/document?id=se51-006"
X39,NA,SF45,Tiahuanaco,South America,Agro-Pastoralists,Tiahuanaco calendar,Excluded,Fully missing data on our six specific calendar units,"Kolata, A. L. (1993). The Tiwanaku: Portrait of an Andean civilization (The Peoples of America). Blackwell. https://ehrafarchaeology.yale.edu/document?id=sf45-007"
X4_A,NA,NA,Hindus,Asia,Intensive Agriculturalists,Hindu (Panchanga) calendar,Included,Not excluded,"Dershowitz, N., & Reingold, E. M. (2018). Calendrical calculations: The ultimate edition (4th ed.). Cambridge University Press.

Hindu calendar. (2026, February 2). In Wikipedia. https://en.wikipedia.org/wiki/Hindu_calendar"
X4_B,NA,NA,Hindus,Asia,Intensive Agriculturalists,Hindu Saura calendar,Excluded,Partially missing data on some calendar units,"Dershowitz, N., & Reingold, E. M. (2018). Calendrical calculations: The ultimate edition (4th ed.). Cambridge University Press."
X40,NA,NA,Batak,Oceania,Other Subsistence Combinations,Batak calendar,Excluded,Partially missing data on some calendar units,"Gislen, L., & Eade, J. C. (2019). The calendars of Southeast Asia. 4: Malaysia and Indonesia. Journal of Astronomical History and Heritage, 22(3), 447-457. https://doi.org/10.3724/SP.J.1440-2807.2019.03.06"
X41,NA,NA,Borana,Africa,Agro-Pastoralists,Borana calendar,Included,Not excluded,"Bassi, M. (1988). On the Borana calendrical system: A preliminary field report. Current Anthropology, 29(4), 619–624. https://doi.org/10.1086/203682

Doyle, L. R. (1986). The Borana calendar reinterpreted. Current Anthropology, 27(3), 286–287. https://doi.org/10.1086/203431

Ruggles, C. L. N. (1987). The Borana calendar: Some observations. Journal for the History of Astronomy, 18(11), S35–S53. https://doi.org/10.1177/002182868701801103

Ruggles, C. L. N. (2014). Mursi and Borana calendars. In C. L. N. Ruggles (Ed.), Handbook of archaeoastronomy and ethnoastronomy (pp. 1046–1048). Springer. https://doi.org/10.1007/978-1-4614-6141-8_100

Tablino, P. (1994). The reckoning of time by the Borana hayyantu. Rassegna di Studi Etiopici, 38, 191–205."
X42,NA,NA,Mursi,Africa,Agro-Pastoralists,Mursi calendar,Excluded,Fully missing data on our six specific calendar units,"Ruggles, C. L. N. (2014). Mursi and Borana calendars. In C. L. N. Ruggles (Ed.), Handbook of archaeoastronomy and ethnoastronomy (pp. 1046-1048). Springer. https://doi.org/10.1007/978-1-4614-6141-8_100"
X45,NA,NA,Muisca,South America,Intensive Agriculturalists,Muisca calendar,Excluded,Partially missing data on some calendar units,"Izquierdo Pena, M. A. (2009). The Muisca calendar: An approximation to the timekeeping system of the ancient native people of the northeastern Andes of Colombia [Doctoral dissertation, Universite de Montreal].

Ocampo Lopez, J. (2007). Grandes culturas indigenas de America [Great indigenous cultures of the Americas]. Plaza & Janes Editores Colombia."
X46,NA,NA,Jains,Asia,Intensive Agriculturalists,Jain calendar,Excluded,Partially missing data on some calendar units,"Das, S. R. (1933). The Jaina calendar. Isis, 18(3), 432-437. https://www.jstor.org/stable/224463

Vira Nirvana Samvat. (2025, September 10). In Wikipedia. https://en.wikipedia.org/wiki/Vira_Nirvana_Samvat"
X47,NA,NA,Mizo people (Lushais),Asia,Intensive Agriculturalists,Mizo calendar,Excluded,Partially missing data on some calendar units,"Mizo calendar. (2025, September 10). In Wikipedia. https://en.wikipedia.org/wiki/Mizo_calendar"
X48,NA,NA,Indian people,Asia,Commercial economy,Indian Śaka calendar,Excluded,Partially missing data on some calendar units,"Gislen, L., & Eade, J. C. (2019). The calendars of Southeast Asia. 4: Malaysia and Indonesia. Journal of Astronomical History and Heritage, 22(3), 447-457. https://doi.org/10.3724/SP.J.1440-2807.2019.03.06"
X49,NA,NA,Yami (Tao),Asia,Other Subsistence Combinations,Yami calendar,Excluded,Fully missing data on our six specific calendar units,"Leach, E. R. (1950). Primitive calendars. Oceania, 20(4), 245-262."
X5,NA,NA,Baháʼís,Worldwide,Commercial economy,Bahá'í calendar,Included,Not excluded,"Dershowitz, N., & Reingold, E. M. (2018). Calendrical calculations: The ultimate edition (4th ed.). Cambridge University Press.

Baháʼí calendar. (2026, February 5). In Wikipedia. https://en.wikipedia.org/wiki/Bah%C3%A1%CA%BC%C3%AD_calendar"
X50,NA,NA,Kaguru,Africa,Horticulturalists,Kaguru calendar,Excluded,Partially missing data on some calendar units,"Beidelman, T. O. (1963). Kaguru time reckoning: An aspect of the cosmology of an East African people. Southwestern Journal of Anthropology, 19(1), 9-20."
X51,NA,NA,Guahibo,South America,Other Subsistence Combinations,Guahibo calendar,Included,Not excluded,"Morey, R. V. (1971). Guahibo time-reckoning. Anthropological Quarterly, 44(1), 22–36. https://doi.org/10.2307/3316813"
X52,NA,NA,Fais islanders,Oceania,Other Subsistence Combinations,Fais islanders calendar,Included,Not excluded,"Rubenstein, D. H. (1978). Fixing flaws in a cognitive model: A note on calendrical knowledge in the Caroline Islands. The Journal of the Polynesian Society, 87(4), 339–342."
X53,NA,NA,Galela,Oceania,Other Subsistence Combinations,Galela calendar,Included,Not excluded,"Yoshida, S. (1980). Time reckoning. In N. Ishige (Ed.), The Galela of Halmahera: A preliminary survey (Senri Ethnological Studies No. 7, pp. 89–107). National Museum of Ethnology."
X54,NA,NA,Northern Thai,Asia,Intensive Agriculturalists,Northern Thai calendar,Included,Not excluded,"Davis, R. (1976). The northern Thai calendar and its uses. Anthropos, 71(1/2), 3–32.

Tannenbaum, N. (1984). Shan calendrics and the nature of Shan religion. Anthropos, 79(4/6), 505–515."
X6,NA,NA,Ancient Amorites,Middle East,Agro-Pastoralists,Pentecontad calendar,Included,Not excluded,"Beckwith, R. T. (2005). Calendar, chronology and worship: Studies in ancient Judaism and early Christianity. Brill.

Morgenstern, J. (1955). The calendar of the Book of Jubilees, its origin and its character. Vetus Testamentum, 5(1), 34–76. https://doi.org/10.2307/1515767

Pentecontad calendar. (2026, February 5). In Wikipedia. https://en.wikipedia.org/wiki/Pentecontad_calendar

Zerubavel, E. (1989). The seven day circle: The history and meaning of the week. University of Chicago Press. (Original work published 1985)"
X7,NA,NA,Ancient Hasmoneans,Middle East,Intensive Agriculturalists,Qumran calendar,Included,Not excluded,"Stern, S. (2011). Qumran calendars and sectarianism. In J. J. Collins & T. H. Lim (Eds.), The Oxford handbook of the Dead Sea Scrolls (pp. 232–253). Oxford University Press."
X8,NA,NA,Eastern Orthodox Church,Europe,Intensive Agriculturalists,Byzantine calendar,Included,Not excluded,"Rautman, M. L. (2006). Daily life in the Byzantine Empire. Greenwood Press."
